City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
448,Gorontalo,ID,0.5412,123.0595,75.34,94,95,2.48,overcast clouds
449,Boguchany,RU,58.3814,97.4531,-7.08,100,100,1.79,overcast clouds
450,Clonakilty,IE,51.6231,-8.8706,43.81,83,54,2.98,broken clouds
451,Guerrero Negro,MX,27.9769,-114.0611,66.88,43,35,10.42,scattered clouds
452,Fort Morgan,US,40.2503,-103.8,30.85,74,100,10.36,overcast clouds
453,Palmas De Monte Alto,BR,-14.2672,-43.1619,73.71,73,65,3.2,broken clouds
454,Berlevag,NO,70.8578,29.0864,28.35,93,75,29.93,light shower snow
455,Jamame,SO,0.0722,42.7506,76.12,81,62,16.04,broken clouds
456,Sarkand,KZ,45.41,79.9186,14.11,73,61,7.05,broken clouds
457,Sembe,CG,1.6481,14.5806,75.18,34,97,1.03,overcast clouds
458,Ziro,IN,27.6333,93.8333,34.27,95,84,2.21,broken clouds
459,Seydi,TM,39.4816,62.9137,34.84,68,2,7.58,clear sky
460,Mount Gambier,AU,-37.8333,140.7667,84.11,42,55,12.66,broken clouds
461,Kupang,ID,-10.1667,123.5833,77.58,100,75,2.3,broken clouds
462,Nouakchott,MR,18.0858,-15.9785,78.73,31,35,10.51,scattered clouds
463,Penzance,GB,50.1186,-5.5371,43.77,72,94,5.37,overcast clouds
464,Dunedin,NZ,-45.8742,170.5036,63.81,72,0,5.99,clear sky
465,Kirando,TZ,-7.4167,30.6,72.86,82,100,7.4,light rain
466,Armidale,AU,-30.5167,151.65,63.81,96,100,2.37,overcast clouds
467,Wanning,CN,18.8003,110.3967,70.59,90,71,2.77,broken clouds
468,Tahoua,NE,14.8888,5.2692,63.45,14,1,13.13,clear sky
469,West Wendover,US,40.7391,-114.0733,42.01,33,0,11.5,clear sky
470,Codrington,AU,-38.2667,141.9667,81.1,44,46,6.38,scattered clouds
471,Erenhot,CN,43.6475,111.9767,3.18,88,26,6.69,scattered clouds
472,Durant,US,33.994,-96.3708,57.11,31,0,14.97,clear sky
473,Buchanan,LR,5.8808,-10.0467,78.12,83,9,6.82,clear sky
474,Rundu,NA,-17.9333,19.7667,69.76,64,100,4.54,overcast clouds
475,Lincoln,US,40.8,-96.667,23.38,49,100,1.99,overcast clouds
476,Ambilobe,MG,-13.2,49.05,72.34,94,95,2.57,overcast clouds
477,Las Palmas,ES,28.4204,-14.0131,59.79,63,40,8.05,scattered clouds
478,Mezen,RU,65.8522,44.24,8.92,94,64,5.7,broken clouds
479,Opuwo,NA,-18.0607,13.84,75.11,58,72,8.68,broken clouds
480,Usinsk,RU,65.9939,57.5281,18.79,93,100,19.13,light snow
481,Tarauaca,BR,-8.1614,-70.7656,79.12,81,95,2.24,overcast clouds
482,Dzaoudzi,YT,-12.7887,45.2699,76.89,94,0,2.3,clear sky
483,Necochea,AR,-38.5473,-58.7368,77.7,72,53,10.42,broken clouds
484,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,74.73,87,80,3.6,broken clouds
485,Langarud,IR,37.197,50.1535,50.05,86,99,7.38,overcast clouds
486,Belmonte,BR,-15.8631,-38.8828,79.3,82,100,9.86,moderate rain
487,Matara,LK,5.9485,80.5353,71.65,85,100,6.42,overcast clouds
488,Plettenberg Bay,ZA,-34.0527,23.3716,66.79,94,95,5.82,overcast clouds
489,Dukat,RU,62.55,155.55,-28.26,100,99,2.01,overcast clouds
490,Linares,CL,-35.85,-71.6,89.8,21,0,13.6,clear sky
491,Yanliang,CN,34.6592,109.2292,34.79,58,100,8.52,snow
492,Zhezkazgan,KZ,47.8043,67.7144,-3.46,96,17,2.89,few clouds
493,Banikoara,BJ,11.2985,2.4386,71.53,14,0,6.4,clear sky
494,Velika Kladusa,BA,45.1894,15.8117,28.81,88,6,2.15,clear sky
495,Vanavara,RU,60.34,102.2797,-15.48,100,98,2.01,overcast clouds
496,Alugan,PH,12.2188,125.4808,77.45,89,100,13.58,light rain
497,Sikonge,TZ,-5.6333,32.7667,64.04,95,100,0.89,overcast clouds
498,Bundaberg,AU,-24.85,152.35,81.21,74,100,1.01,overcast clouds
499,Lata,PT,40.1629,-8.3327,50.81,83,7,4.41,clear sky
500,Tonj,SS,7.2737,28.6822,77.45,23,62,4.29,broken clouds
501,Aykhal,RU,66.0,111.5,0.41,91,100,4.76,overcast clouds
502,Tarko-Sale,RU,64.9225,77.785,-5.35,98,77,13.8,broken clouds
503,Nokaneng,BW,-19.6667,22.2667,73.27,57,100,4.05,overcast clouds
504,Basco,PH,20.4487,121.9702,75.07,78,93,25.01,overcast clouds
505,Koppang,NO,61.5706,11.0555,21.9,94,100,4.27,overcast clouds
506,Kharp,RU,66.8014,65.8081,4.23,98,100,1.88,overcast clouds
507,Guatire,VE,10.4762,-66.5427,79.3,86,92,5.1,overcast clouds
508,Prince George,CA,53.9166,-122.753,37.26,70,0,13.8,clear sky
509,Ardmore,US,34.1743,-97.1436,54.64,26,0,8.99,clear sky
510,Salto,UY,-31.3833,-57.9667,79.88,75,100,5.99,overcast clouds
511,Emerald,AU,-23.5333,148.1667,82.54,54,75,12.66,broken clouds
512,Aklavik,CA,68.2191,-135.0107,35.6,60,75,18.41,shower rain
513,Bengkulu,ID,-3.8004,102.2655,76.96,84,96,3.6,overcast clouds
514,Chapais,CA,49.7834,-74.8492,-15.02,94,100,4.76,overcast clouds
515,Moron,AR,-34.6534,-58.6198,82.09,86,100,5.01,overcast clouds
516,Puri,IN,19.8,85.85,64.92,80,33,6.8,scattered clouds
517,Lodwar,KE,3.1191,35.5973,83.7,33,0,3.04,clear sky
518,Oktyabrskoye,RU,43.0645,44.7417,17.35,100,41,4.47,scattered clouds
519,Megion,RU,61.0296,76.1136,-3.98,100,90,6.33,overcast clouds
520,Locri,IT,38.2414,16.2623,44.24,70,0,11.12,clear sky
521,Sumbe,AO,-11.2061,13.8437,77.43,87,99,5.93,light rain
522,Oranjemund,NA,-28.55,16.4333,64.54,90,19,14.29,few clouds
523,Luanda,AO,-8.8368,13.2343,77.0,88,40,6.91,scattered clouds
524,Laguna,US,38.421,-121.4238,70.21,47,0,1.01,clear sky
525,Pangody,RU,65.85,74.4859,2.03,95,100,17.05,overcast clouds
526,Nuuk,GL,64.1835,-51.7216,21.81,86,75,9.22,light snow
527,Kwinana,AU,-32.25,115.7667,66.24,72,0,9.31,clear sky
528,Vestmanna,FO,62.1564,-7.1664,40.12,70,75,36.82,broken clouds
529,Lasa,IT,46.6166,10.7002,45.86,63,1,6.04,clear sky
530,Chilliwack,CA,49.1747,-121.9443,41.85,59,54,0.4,broken clouds
531,Superior,US,46.7208,-92.1041,1.22,55,0,9.22,clear sky
532,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,78.22,92,100,1.41,overcast clouds
533,Jaciara,BR,-15.9653,-54.9683,78.4,82,65,0.89,broken clouds
534,Drovyanaya,RU,51.5833,113.0333,-14.62,99,88,2.73,overcast clouds
535,Ponnani,IN,10.767,75.9252,74.52,82,76,6.64,broken clouds
536,Yabrud,SY,33.9674,36.6574,29.86,77,21,8.52,few clouds
537,Ngunguru,NZ,-35.6167,174.5,71.17,76,68,11.21,light rain
538,Umm Kaddadah,SD,13.6017,26.6876,65.23,22,85,18.12,overcast clouds
539,Pisco,PE,-13.7,-76.2167,75.25,64,0,24.16,clear sky
540,Ostersund,SE,63.1792,14.6357,28.85,80,99,9.22,overcast clouds
541,Antofagasta,CL,-23.65,-70.4,69.08,70,2,6.53,clear sky
542,Gaborone,BW,-24.6545,25.9086,76.91,50,0,9.22,clear sky
543,Ugoofaaru,MV,5.6667,73.0,79.77,65,90,9.28,overcast clouds
544,Gravdal,NO,68.1214,13.5031,33.46,98,100,14.16,snow
545,Port Hedland,AU,-20.3167,118.5667,84.25,84,75,8.05,broken clouds
546,Palimbang,PH,6.2106,124.1894,78.44,86,94,8.46,overcast clouds
547,Nemuro,JP,43.3236,145.575,23.02,76,75,4.0,broken clouds
548,Jesup,US,31.6074,-81.8854,58.93,51,100,0.0,overcast clouds
549,Wawa,NG,9.9022,4.4192,76.82,21,2,7.65,clear sky
550,Prince Rupert,CA,54.3161,-130.3201,44.69,82,100,4.61,overcast clouds
551,Urusha,RU,54.05,122.9,-14.04,97,26,3.36,scattered clouds
552,Naze,JP,28.3667,129.4833,56.32,67,67,11.03,broken clouds
553,Zarubino,RU,42.63,131.0922,21.38,72,50,5.37,scattered clouds
554,Buin,CL,-33.7333,-70.75,86.74,28,0,11.3,clear sky
555,Zharkent,KZ,44.1628,80.0,21.2,78,85,3.53,overcast clouds
556,Santa Cruz,BO,-17.8,-63.1667,91.45,49,40,11.5,scattered clouds
557,Inirida,CO,3.8653,-67.9239,82.74,74,100,3.13,overcast clouds
558,Eureka,US,40.8021,-124.1637,45.21,55,0,3.67,clear sky
559,Champasak,LA,14.75,106.0,69.08,65,79,1.61,broken clouds
560,Killybegs,IE,54.6333,-8.45,45.45,93,94,8.41,overcast clouds
561,Catuday,PH,16.2923,119.8062,76.15,74,82,8.95,broken clouds
562,Kapit,MY,2.0167,112.9333,71.17,99,100,0.72,overcast clouds
563,Bam,IR,29.106,58.357,48.34,26,0,2.01,clear sky
564,Tokmak,UA,47.2514,35.7058,9.3,100,97,3.22,overcast clouds
565,Liwale,TZ,-9.7667,37.9333,68.77,98,99,6.26,light rain
566,The Valley,AI,18.217,-63.0578,78.66,73,40,11.5,scattered clouds
567,College,US,64.8569,-147.8028,21.15,75,100,6.91,overcast clouds
568,Bandarbeyla,SO,9.4942,50.8122,74.34,64,5,19.35,clear sky
569,Fare,PF,-16.7,-151.0167,81.0,78,83,16.42,light rain
570,Nueva Loja,EC,0.0847,-76.8828,75.22,100,75,3.44,moderate rain
571,Santiago Del Estero,AR,-27.7951,-64.2615,89.44,57,89,14.03,overcast clouds
572,Dubbo,AU,-32.25,148.6167,73.53,78,100,12.66,overcast clouds
573,Khandyga,RU,62.6667,135.6,-32.19,100,100,1.36,overcast clouds
574,Muravlenko,RU,63.7898,74.523,-4.13,100,80,9.66,broken clouds
575,Asau,RO,46.4333,26.4,22.28,77,100,7.36,overcast clouds
576,Camacha,PT,33.0833,-16.3333,58.42,67,40,17.27,scattered clouds
577,Hit,IQ,33.6416,42.8251,49.69,50,1,4.81,clear sky
578,San Lorenzo,PY,-25.3333,-57.5333,99.54,34,0,2.3,clear sky
579,Christchurch,NZ,-43.5333,172.6333,67.95,83,100,1.01,overcast clouds
580,Tukrah,LY,32.5341,20.5791,48.52,59,100,22.64,overcast clouds
581,Tura,IN,25.5198,90.2201,55.49,78,32,3.18,scattered clouds
582,Port Lincoln,AU,-34.7333,135.8667,70.05,85,1,3.91,clear sky
583,Bukama,CD,-9.2,25.85,68.72,99,100,3.33,light rain
584,Alibag,IN,18.6411,72.8792,68.07,59,2,7.85,clear sky
585,Ponta Delgada,PT,37.7333,-25.6667,59.5,88,20,10.36,few clouds
586,Tynda,RU,55.1667,124.7167,-20.06,98,30,3.89,scattered clouds
587,Bassano,CA,50.7834,-112.4685,36.99,66,100,8.81,overcast clouds
588,Japura,ID,-0.3167,102.35,72.95,98,100,1.52,heavy intensity rain
589,Palana,RU,59.1167,159.9667,-12.41,90,80,4.7,broken clouds
590,Thinadhoo,MV,0.5333,72.9333,80.55,65,97,12.68,overcast clouds
591,Pedernales,DO,18.0384,-71.744,80.65,58,2,4.92,clear sky
592,Rudbar,AF,30.15,62.6,46.04,35,0,2.28,clear sky
593,Sussex,US,41.1834,-74.6663,36.07,59,0,6.91,clear sky
594,San Miguel,SV,13.4833,-88.1833,91.92,37,4,7.2,clear sky
595,Pakhtakoron,TJ,40.1571,68.7466,35.62,48,0,3.33,clear sky
596,Calbuco,CL,-41.768,-73.1273,65.41,70,13,12.08,few clouds
597,Koksovyy,RU,48.1967,40.5989,22.68,98,90,7.23,overcast clouds
598,Comodoro Rivadavia,AR,-45.8667,-67.5,62.46,59,0,16.11,clear sky
599,Jiaozuo,CN,35.2397,113.2331,33.04,90,44,3.33,scattered clouds
600,Sobolevo,RU,54.4299,31.8996,25.65,95,99,10.11,overcast clouds
601,Grand-Lahou,CI,5.1367,-5.0242,77.94,80,3,6.96,clear sky
602,Kushmurun,KZ,52.4503,64.6311,-3.82,95,95,7.36,overcast clouds
603,Atmakur,IN,15.8833,78.5833,69.1,55,28,4.25,scattered clouds
604,Pomabamba,PE,-8.8333,-77.4667,57.56,68,98,1.45,light rain
605,Yeppoon,AU,-23.1333,150.7333,82.18,68,81,5.91,broken clouds
606,Garissa,KE,-0.4536,39.6401,76.59,71,8,8.57,clear sky
607,Marawi,PH,7.9986,124.2928,64.65,92,99,2.1,overcast clouds
608,Flinders,AU,-34.5833,150.8552,76.37,74,78,5.99,broken clouds
609,Sonkovo,RU,57.7782,37.1571,17.46,97,100,4.63,light snow
610,Sola,VU,-13.8833,167.55,80.76,81,100,15.19,moderate rain
611,Nandi Hills,KE,0.1066,35.1838,56.23,61,27,6.26,scattered clouds
612,Anqiu,CN,36.4342,119.1925,27.39,81,6,6.22,clear sky
613,Kentau,KZ,43.5206,68.5094,27.75,61,0,6.89,clear sky
614,Hervey Bay,AU,-25.2986,152.8535,81.03,70,70,3.53,broken clouds
615,Ryazanovskiy,RU,55.55,39.4333,1.02,99,100,4.34,overcast clouds
616,Karpogory,RU,64.0019,44.4451,20.21,92,99,6.31,overcast clouds
617,Winnemucca,US,40.973,-117.7357,42.85,42,0,6.91,clear sky
618,Peru,US,40.7537,-86.0689,18.16,63,0,12.66,clear sky
619,Pacifica,US,37.6138,-122.4869,67.6,76,20,1.01,mist
620,Samara,RU,53.0,50.0,3.34,96,99,5.97,overcast clouds
621,San Rafael,AR,-34.6177,-68.3301,87.91,39,34,4.56,scattered clouds
622,Lere,NG,10.387,8.5726,65.59,20,37,6.89,scattered clouds
623,Dicabisagan,PH,17.0818,122.4157,74.77,88,100,7.18,overcast clouds
624,Floriano,BR,-6.7669,-43.0225,79.95,72,22,4.34,few clouds
625,Huarmey,PE,-10.0681,-78.1522,74.82,75,56,10.36,broken clouds
626,Miandrivazo,MG,-19.5167,45.4667,74.73,87,100,1.61,light rain
627,Pontianak,ID,-0.0333,109.3333,73.38,94,85,1.14,mist
628,Pilot Butte,CA,50.4668,-104.4178,-1.34,75,75,12.66,broken clouds
629,Mangrol,IN,21.1167,70.1167,60.39,42,1,13.38,clear sky
630,Solnechnyy,RU,50.7214,136.6319,-10.28,100,45,2.19,scattered clouds
631,Gat,IL,31.61,34.7642,50.4,63,3,9.24,clear sky
632,Rochegda,RU,62.8,43.25,19.83,97,99,3.09,overcast clouds
633,Outjo,NA,-20.1167,16.15,78.89,29,69,4.47,broken clouds
634,Rakiv Lis,UA,51.6217,24.9243,33.22,98,100,11.36,overcast clouds
635,Isla Vista,US,34.4133,-119.861,71.29,60,0,8.05,clear sky
636,Dingle,PH,10.9995,122.6711,75.16,96,100,9.35,light rain
637,Barcelos,PT,41.5388,-8.6151,50.85,77,0,4.97,clear sky
638,Lehi,US,40.3916,-111.8508,41.04,61,84,11.99,broken clouds
639,Purwodadi,ID,-7.0868,110.9158,78.51,93,100,5.53,overcast clouds
640,Saint-Pierre,RE,-21.3393,55.4781,74.88,69,100,11.5,overcast clouds
641,Katima Mulilo,NA,-17.5,24.2667,68.86,74,100,2.33,overcast clouds
642,Nizwa,OM,22.9333,57.5333,62.42,60,0,2.62,clear sky
643,Muskegon,US,43.3,-86.1334,16.23,69,100,10.36,overcast clouds
644,Sweetwater,US,25.7634,-80.3731,72.01,69,75,1.99,broken clouds
645,Carauari,BR,-4.8828,-66.8958,78.13,92,100,2.84,overcast clouds
646,Nueva Concepcion,GT,14.2,-91.3,91.35,43,0,14.18,clear sky
647,Sungaipenuh,ID,-2.0833,101.3833,64.42,93,100,2.21,overcast clouds
648,High Level,CA,58.5169,-117.136,35.71,93,100,10.36,light rain
649,Kiruna,SE,67.8557,20.2251,18.52,79,92,12.66,overcast clouds
650,Maroantsetra,MG,-15.4333,49.7333,73.81,88,98,1.74,light rain
651,Rio Grande,BR,-32.035,-52.0986,82.94,81,4,13.4,clear sky
652,Nishihara,JP,26.1842,127.7558,61.88,72,40,4.61,scattered clouds
653,Kribi,CM,2.95,9.9167,80.01,83,6,6.87,clear sky
654,Trelew,AR,-43.249,-65.3051,65.73,54,0,25.52,clear sky
655,Boralday,KZ,43.3578,76.8594,26.46,86,100,4.47,mist
656,Mkushi,ZM,-13.6202,29.3939,62.44,86,100,7.74,overcast clouds
657,Nangomba,TZ,-10.9,38.5,74.14,80,77,8.97,broken clouds
658,Shelburne,CA,44.0787,-80.2041,12.09,72,98,4.25,overcast clouds
659,Sinnamary,GF,5.3833,-52.95,76.78,86,74,10.27,broken clouds
660,Wahiawa,US,21.5028,-158.0236,79.12,61,75,11.5,broken clouds
661,Cardonal,MX,20.6,-99.1333,70.72,29,1,8.14,clear sky
662,Blaubeuren,DE,48.4122,9.7843,30.79,94,0,2.75,clear sky
663,Imeni Poliny Osipenko,RU,52.4201,136.4853,-24.75,100,100,1.07,overcast clouds
664,Guozhen,CN,34.3659,107.359,35.83,98,100,2.86,light rain
665,Westport,US,41.1415,-73.3579,39.34,58,0,3.0,clear sky
666,Kitimat,CA,54.0524,-128.6534,41.92,62,100,1.01,overcast clouds
667,Mattru,SL,7.6244,-11.8332,72.5,85,9,2.3,clear sky
668,Saint-Augustin,CA,51.226,-58.6502,-4.52,94,20,2.84,few clouds
669,Atbasar,KZ,51.8,68.3333,4.42,87,100,7.61,overcast clouds
670,Sefophe,BW,-22.1833,27.9667,71.65,69,100,8.95,overcast clouds
671,Kaman,IN,27.65,77.2667,46.62,86,0,3.71,clear sky
672,Akdepe,TM,42.0551,59.3788,17.69,81,14,6.24,few clouds
673,Blanquefort,FR,44.9125,-0.6366,36.95,93,0,0.0,fog
674,Krasne,UA,49.9145,24.6134,33.19,98,100,13.42,light snow
