City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
388,Banda Aceh,ID,2022-01-25 02:25:58,5.5577,95.3222,79.66,77,67,4.9
389,Pasinler,TR,2022-01-25 02:25:58,39.9803,41.6764,16.79,96,99,2.15
390,Saluzzo,IT,2022-01-25 02:25:58,44.6464,7.4862,39.13,93,0,1.14
391,Netivot,IL,2022-01-25 02:25:59,31.4222,34.5886,41.61,82,1,8.93
392,Katherine,AU,2022-01-25 02:25:59,-14.4667,132.2667,84.52,70,100,11.5
393,Whyalla,AU,2022-01-25 02:25:59,-33.0333,137.5833,80.49,78,75,8.05
394,Souillac,MU,2022-01-25 02:26:00,-20.5167,57.5167,77.38,61,20,11.5
395,Krasnokamensk,RU,2022-01-25 02:26:00,50.0979,118.0369,4.24,93,98,2.1
396,Preobrazheniye,RU,2022-01-25 02:26:00,42.9019,133.9064,27.12,37,99,2.17
397,Mariental,NA,2022-01-25 02:26:01,-24.6333,17.9667,74.75,37,0,8.41
398,Petropavlovsk-Kamchatskiy,RU,2022-01-25 02:23:28,53.0452,158.6483,14.59,53,75,6.71
399,Mbanza-Ngungu,CD,2022-01-25 02:26:01,-5.25,14.8667,65.61,94,100,5.95
400,Keti Bandar,PK,2022-01-25 02:26:01,24.1447,67.4497,60.17,32,0,6.69
401,Ahtopol,BG,2022-01-25 02:26:02,42.1,27.95,21.67,61,31,18.88
402,Togul,RU,2022-01-25 02:26:02,53.465,85.9128,-17.1,100,80,1.81
403,Sosnovo-Ozerskoye,RU,2022-01-25 02:26:03,52.5249,111.5418,0.32,94,99,7.38
404,Leningradskiy,RU,2022-01-25 02:26:03,69.3833,178.4167,-12.24,89,100,16.58
405,Burgeo,CA,2022-01-25 02:26:03,47.6167,-57.6152,29.88,97,100,11.48
406,San Cristobal,VE,2022-01-25 02:26:04,7.7669,-72.225,73.58,77,46,0.58
407,Longyearbyen,SJ,2022-01-25 02:26:04,78.2186,15.6401,21.04,79,40,31.07
408,Diu,IN,2022-01-25 02:26:04,20.7141,70.9822,57.18,48,0,11.07
409,Miles City,US,2022-01-25 02:26:05,46.4083,-105.8406,31.51,86,100,14.97
410,Solnechnyy,RU,2022-01-25 02:27:05,50.7214,136.6319,1.0,90,23,3.0
411,Poum,NC,2022-01-25 02:27:05,-20.2333,164.0167,79.83,73,4,14.5
412,Sawakin,SD,2022-01-25 02:27:05,19.1059,37.3321,69.49,67,49,11.1
413,Seoul,KR,2022-01-25 02:24:12,37.5683,126.9778,38.77,87,100,6.91
414,College,US,2022-01-25 02:25:21,64.8569,-147.8028,35.58,78,75,3.44
415,Kapoeta,SS,2022-01-25 02:27:06,4.7717,33.5903,79.29,33,37,3.91
416,Leeton,AU,2022-01-25 02:27:06,-34.5667,146.4,84.25,48,40,10.36
417,Ambanja,MG,2022-01-25 02:27:07,-13.6833,48.45,72.79,90,100,4.76
418,Paysandu,UY,2022-01-25 02:27:07,-32.3214,-58.0756,77.61,77,88,3.87
419,Comodoro Rivadavia,AR,2022-01-25 02:23:04,-45.8667,-67.5,75.06,23,0,14.97
420,Payo,ID,2022-01-25 02:27:07,-3.7508,103.6372,80.47,77,83,2.64
421,Bakonycsernye,HU,2022-01-25 02:27:08,47.324,18.0751,23.92,89,20,3.4
422,Vostok,RU,2022-01-25 02:27:08,46.4856,135.8833,8.55,88,78,0.74
423,Port Hardy,CA,2022-01-25 02:27:08,50.6996,-127.4199,44.76,93,100,4.61
424,Greenwood,US,2022-01-25 02:27:09,34.1668,-82.1165,47.64,72,0,6.91
425,Point Fortin,TT,2022-01-25 02:27:09,10.1833,-61.6833,77.14,84,30,14.05
426,Pinega,RU,2022-01-25 02:27:09,64.7001,43.3936,28.31,94,100,12.01
427,Nicolas Bravo,MX,2022-01-25 02:27:10,18.45,-88.9167,69.1,99,10,2.84
428,Payson,US,2022-01-25 02:27:10,40.0444,-111.7321,38.26,73,0,0.0
429,Benjamin Constant,BR,2022-01-25 02:27:10,-4.3831,-70.0311,77.13,96,99,1.03
430,Saint-Georges,GD,2022-01-25 02:27:10,12.0564,-61.7485,76.68,83,20,13.8
431,Gberia Fotombu,SL,2022-01-25 02:27:11,9.8833,-11.1667,70.36,18,100,5.97
432,Kon Tum,VN,2022-01-25 02:27:11,14.35,108.0,76.77,64,30,1.74
433,Benguela,AO,2022-01-25 02:27:11,-12.5763,13.4055,77.61,77,100,4.05
434,Marzuq,YE,2022-01-25 02:27:12,14.4,46.4667,59.83,40,100,3.06
435,Bira,RU,2022-01-25 02:27:12,49.0,132.4667,4.6,82,77,0.89
436,Guarapari,BR,2022-01-25 02:27:13,-20.6667,-40.4975,75.88,89,59,6.08
437,Vinh Yen,VN,2022-01-25 02:27:13,21.31,105.5967,67.95,91,100,6.85
438,Rocha,UY,2022-01-25 02:27:13,-34.4833,-54.3333,71.33,98,56,5.1
439,Faanui,PF,2022-01-25 02:27:13,-16.4833,-151.75,81.21,73,100,9.01
440,Cayenne,GF,2022-01-25 02:27:14,4.9333,-52.3333,74.08,90,100,4.61
441,Kemijarvi,FI,2022-01-25 02:27:14,66.7131,27.4306,22.01,78,51,9.35
442,Koslan,RU,2022-01-25 02:27:14,63.4564,48.8989,24.62,91,100,12.53
443,Belyy,RU,2022-01-25 02:27:15,55.8402,32.9419,8.85,91,81,8.08
444,Tommot,RU,2022-01-25 02:27:15,58.9564,126.2925,4.08,94,100,6.73
445,Shyryayeve,UA,2022-01-25 02:27:15,47.3805,30.1964,21.09,90,100,15.28
446,Paracuru,BR,2022-01-25 02:24:00,-3.41,-39.0306,81.1,83,100,6.33
447,Yakeshi,CN,2022-01-25 02:27:16,49.2833,120.7333,1.44,94,100,4.27
448,Varhaug,NO,2022-01-25 02:27:16,58.6147,5.6457,41.49,85,28,12.33
449,Viedma,AR,2022-01-25 02:27:17,-40.8135,-62.9967,67.17,42,0,12.48
450,Santiago,CL,2022-01-25 02:22:19,-33.4569,-70.6483,75.85,36,0,9.22
451,Ranot,TH,2022-01-25 02:27:17,7.7777,100.3213,80.94,71,97,7.38
452,Tsabong,BW,2022-01-25 02:27:17,-26.0217,22.401,72.28,38,6,5.97
453,Shumskiy,RU,2022-01-25 02:27:18,54.8318,99.1328,5.27,97,99,1.74
454,Biak,ID,2022-01-25 02:27:18,-0.9131,122.8766,84.47,64,39,3.18
455,Bay Roberts,CA,2022-01-25 02:27:18,47.5999,-53.2648,34.52,90,100,10.0
456,Bereda,ES,2022-01-25 02:27:19,43.2686,-7.5406,34.41,97,0,1.14
457,Santo Amaro,BR,2022-01-25 02:27:19,-12.5467,-38.7119,78.84,92,98,2.77
458,Portsoy,GB,2022-01-25 02:28:19,57.6814,-2.6896,47.17,76,100,13.0
459,Johnson City,US,2022-01-25 02:28:20,36.3134,-82.3535,37.71,73,75,0.0
460,Oistins,BB,2022-01-25 02:28:20,13.0667,-59.5333,75.29,73,20,16.11
461,Te Anau,NZ,2022-01-25 02:24:54,-45.4167,167.7167,68.16,49,100,3.89
462,Medicine Hat,CA,2022-01-25 02:25:43,50.0501,-110.6683,33.51,87,100,1.01
463,Aktash,RU,2022-01-25 02:28:20,50.3,87.7333,-23.57,87,65,4.92
464,Trairi,BR,2022-01-25 02:28:21,-3.2778,-39.2689,77.27,83,100,5.17
465,Sibiti,CG,2022-01-25 02:28:21,-3.6819,13.3499,69.33,98,100,2.3
466,Beringovskiy,RU,2022-01-25 02:28:21,63.05,179.3167,-19.66,91,17,5.82
467,Severnyy,RU,2022-01-25 02:28:22,50.677,36.5532,17.64,86,75,4.47
468,Boende,CD,2022-01-25 02:28:22,-0.2167,20.8667,75.54,76,100,1.88
469,Namibe,AO,2022-01-25 02:28:22,-15.1961,12.1522,75.27,83,36,4.12
470,Dong Hoi,VN,2022-01-25 02:28:23,17.4833,106.6,73.18,85,15,6.22
471,Ballina,AU,2022-01-25 02:28:23,-28.8667,153.5667,82.58,75,100,9.22
472,Lake Station,US,2022-01-25 02:28:23,41.575,-87.2389,21.61,76,75,1.01
473,Isangel,VU,2022-01-25 02:28:24,-19.55,169.2667,86.11,84,75,2.3
474,Nizhniy Kuranakh,RU,2022-01-25 02:28:24,58.8353,125.4869,2.03,95,100,3.33
475,Fernley,US,2022-01-25 02:26:30,39.608,-119.2518,48.02,50,77,3.0
476,Kushmurun,KZ,2022-01-25 02:28:24,52.4503,64.6311,-0.6,88,100,6.6
477,Luanda,AO,2022-01-25 02:28:19,-8.8368,13.2343,75.13,86,100,5.73
478,Bilibino,RU,2022-01-25 02:28:25,68.0546,166.4372,-44.63,100,89,1.79
479,Mana,GF,2022-01-25 02:28:25,5.6592,-53.7767,77.05,82,64,8.95
480,Sorong,ID,2022-01-25 02:28:25,-0.8833,131.25,84.76,72,100,10.63
481,Suifenhe,CN,2022-01-25 02:28:26,44.4,131.1667,16.02,64,57,1.28
482,Bulungu,CD,2022-01-25 02:28:26,-4.55,18.6,69.93,97,100,1.74
483,Urucara,BR,2022-01-25 02:28:26,-2.5364,-57.76,74.05,98,100,2.77
484,Bilma,NE,2022-01-25 02:28:27,18.6853,12.9164,53.65,29,0,11.12
485,Lucapa,AO,2022-01-25 02:28:27,-8.4192,20.7447,65.44,98,100,3.89
486,Laramie,US,2022-01-25 02:24:59,41.3114,-105.5911,28.85,74,63,2.51
487,Babusnica,RS,2022-01-25 02:28:28,43.0597,22.4117,14.16,98,100,1.77
488,Hun,LY,2022-01-25 02:28:28,29.1268,15.9477,45.21,78,7,5.53
489,Shingu,JP,2022-01-25 02:28:28,33.7333,135.9833,50.99,56,28,3.85
490,Aykhal,RU,2022-01-25 02:28:28,66.0,111.5,-15.93,100,100,4.14
491,Kralendijk,BQ,2022-01-25 02:28:29,12.15,-68.2667,78.78,78,20,11.5
492,Ushtobe,KZ,2022-01-25 02:28:29,45.2514,77.9838,18.81,94,93,5.5
493,Nemuro,JP,2022-01-25 02:28:29,43.3236,145.575,25.23,65,55,11.99
494,Tobol,KZ,2022-01-25 02:28:30,52.6844,62.5794,3.54,87,100,3.31
495,Sembe,CG,2022-01-25 02:28:30,1.6481,14.5806,70.81,47,98,2.33
496,Codajas,BR,2022-01-25 02:28:30,-3.8367,-62.0569,74.12,98,100,2.75
497,Vilhena,BR,2022-01-25 02:28:31,-12.7406,-60.1458,71.08,86,95,2.06
498,Ketchikan,US,2022-01-25 02:28:31,55.3422,-131.6461,39.67,93,100,5.75
499,Esil,KZ,2022-01-25 02:28:31,51.9556,66.4042,-5.48,95,100,0.65
500,Alta Floresta,BR,2022-01-25 02:28:31,-9.8756,-56.0861,71.73,92,67,3.06
501,Volya,RU,2022-01-25 02:28:32,51.7651,39.5404,10.49,99,97,3.56
502,Contai,IN,2022-01-25 02:29:32,21.7786,87.7536,65.32,85,0,7.74
503,Tura,IN,2022-01-25 02:29:32,25.5198,90.2201,57.96,83,100,1.79
504,Marathon,US,2022-01-25 02:29:33,44.9,-89.7668,7.84,69,0,8.05
505,Zhob,PK,2022-01-25 02:29:33,31.3411,69.4481,33.91,52,0,2.08
506,Chongoyape,PE,2022-01-25 02:29:34,-6.6406,-79.3892,75.67,72,100,3.85
507,Manokwari,ID,2022-01-25 02:29:34,-0.8667,134.0833,83.64,71,98,3.2
508,Tateyama,JP,2022-01-25 02:29:34,34.9833,139.8667,47.1,60,97,6.46
509,Ouegoa,NC,2022-01-25 02:29:35,-20.35,164.4333,85.66,59,7,1.41
510,Balkanabat,TM,2022-01-25 02:29:35,39.5108,54.3671,41.07,44,0,3.31
511,Cap Malheureux,MU,2022-01-25 02:29:35,-19.9842,57.6142,77.49,65,54,1.99
512,Hobara,JP,2022-01-25 02:29:35,37.8167,140.55,43.57,55,22,2.15
513,Guerrero Negro,MX,2022-01-25 02:29:36,27.9769,-114.0611,61.81,66,0,11.01
514,Capitao Poco,BR,2022-01-25 02:29:36,-1.7464,-47.0594,72.54,95,100,3.71
515,Rundu,NA,2022-01-25 02:29:36,-17.9333,19.7667,67.89,54,80,2.06
516,El Real De Santa Maria,PA,2022-01-25 02:29:37,8.109,-77.7325,72.25,96,78,1.61
517,Mayumba,GA,2022-01-25 02:29:37,-3.432,10.6554,75.92,89,78,1.57
518,Cururupu,BR,2022-01-25 02:29:37,-1.8283,-44.8683,74.89,93,99,3.27
519,Pirogovo,RU,2022-01-25 02:29:38,56.7796,53.1495,-4.34,100,100,3.76
520,Avera,US,2022-01-25 02:29:38,33.194,-82.5271,49.87,67,100,6.53
521,Qinhuangdao,CN,2022-01-25 02:29:38,39.9317,119.5883,27.77,66,100,1.03
522,Portree,GB,2022-01-25 02:29:39,57.4129,-6.1942,46.53,96,98,14.56
523,Ola,RU,2022-01-25 02:29:39,59.5833,151.2833,-10.86,82,31,5.59
524,Nanfeng,CN,2022-01-25 02:29:39,23.7434,111.7959,57.0,73,98,2.71
525,Pokhara,NP,2022-01-25 02:29:40,28.2333,83.9833,50.47,45,85,4.68
526,Kachug,RU,2022-01-25 02:29:40,53.9606,105.8817,-4.59,98,100,2.21
527,Acari,PE,2022-01-25 02:29:40,-15.4311,-74.6158,73.38,81,55,4.9
528,San Jose,US,2022-01-25 02:26:25,37.3394,-121.895,57.11,71,20,1.99
529,Sept-Iles,CA,2022-01-25 02:25:33,50.2001,-66.3821,-2.94,71,40,5.75
530,Stranda,NO,2022-01-25 02:29:41,62.3096,6.9358,39.78,96,96,3.22
531,Hatillo,PR,2022-01-25 02:29:41,18.4863,-66.8254,75.92,83,7,1.01
532,Naze,JP,2022-01-25 02:29:42,28.3667,129.4833,59.92,73,84,15.7
533,Aksu,CN,2022-01-25 02:29:42,41.1231,80.2644,20.48,64,0,0.43
534,Haikou,CN,2022-01-25 02:29:43,20.0458,110.3417,71.73,94,75,13.42
535,Sao Filipe,CV,2022-01-25 02:29:43,14.8961,-24.4956,74.98,65,43,4.12
536,Tekeli,KZ,2022-01-25 02:29:43,44.83,78.8239,14.11,78,98,7.43
537,Pimenteiras,BR,2022-01-25 02:29:44,-6.2453,-41.4192,71.01,77,27,1.19
538,Lompoc,US,2022-01-25 02:27:25,34.6391,-120.4579,58.1,82,0,10.36
539,Roebourne,AU,2022-01-25 02:29:44,-20.7833,117.1333,89.53,62,11,12.59
540,Dubai,AE,2022-01-25 02:25:02,25.2582,55.3047,65.21,67,40,3.44
541,Wajima,JP,2022-01-25 02:29:45,37.4,136.9,39.88,60,75,3.44
542,Deputatskiy,RU,2022-01-25 02:29:45,69.3,139.9,-15.47,96,100,4.72
543,Handan,CN,2022-01-25 02:29:45,36.6006,114.4678,36.01,73,52,1.23
544,Tsumeb,NA,2022-01-25 02:25:19,-19.2333,17.7167,60.35,38,78,8.08
545,Yeppoon,AU,2022-01-25 02:29:46,-23.1333,150.7333,87.58,62,100,7.49
546,Dillon,US,2022-01-25 02:29:46,34.4166,-79.3712,43.63,72,98,6.64
547,Marystown,CA,2022-01-25 02:29:46,47.1666,-55.1483,36.86,100,100,1.99
548,Daloa,CI,2022-01-25 02:30:47,6.8774,-6.4502,65.01,31,48,1.23
549,Seminole,US,2022-01-25 02:30:47,28.7086,-81.2081,54.63,75,94,0.65
550,Magan,ES,2022-01-25 02:30:48,39.9683,-3.931,47.01,80,6,9.55
551,Mogzon,RU,2022-01-25 02:30:48,51.7435,111.9606,4.89,87,100,5.95
552,Areka,ET,2022-01-25 02:30:49,7.0667,37.7,58.01,66,100,5.59
553,Roanoke Rapids,US,2022-01-25 02:30:49,36.4615,-77.6542,38.19,86,0,3.44
554,Saint George,US,2022-01-25 02:26:25,37.1041,-113.5841,54.19,36,0,3.44
555,Maridi,SS,2022-01-25 02:30:49,4.9158,29.4742,71.58,35,100,2.17
556,Tabory,RU,2022-01-25 02:30:50,58.5198,64.5495,16.81,95,100,8.41
557,Kasongo-Lunda,CD,2022-01-25 02:30:50,-6.4667,16.8167,69.08,98,100,0.89
558,Nyurba,RU,2022-01-25 02:30:50,63.2842,118.3319,-19.05,100,89,2.35
559,Naryan-Mar,RU,2022-01-25 02:30:51,67.6713,53.087,28.94,96,100,19.24
560,Bambanglipuro,ID,2022-01-25 02:30:51,-7.95,110.2833,73.6,73,77,11.95
561,Ahipara,NZ,2022-01-25 02:30:52,-35.1667,173.1667,77.76,70,58,7.56
562,Gunjur,GM,2022-01-25 02:30:52,13.2019,-16.7339,75.27,43,100,0.0
563,Canaries,ES,2022-01-25 02:30:52,28.0,-15.5,55.4,88,75,10.36
564,Asau,RO,2022-01-25 02:30:53,46.4333,26.4,13.95,81,20,5.73
565,Ambilobe,MG,2022-01-25 02:30:53,-13.2,49.05,71.06,94,100,0.76
566,Arlit,NE,2022-01-25 02:30:54,18.7369,7.3853,54.64,23,6,7.85
567,Tual,ID,2022-01-25 02:30:54,-5.6667,132.75,84.0,77,76,13.49
568,Valdivia,CL,2022-01-25 02:30:54,-39.8142,-73.2459,54.23,85,71,3.15
569,Mahina,PF,2022-01-25 02:30:55,-17.5065,-149.489,85.77,66,40,17.27
570,Matara,LK,2022-01-25 02:30:55,5.9485,80.5353,76.5,66,81,6.53
571,Soyo,AO,2022-01-25 02:30:55,-6.1349,12.3689,75.74,86,71,4.88
572,Akyab,MM,2022-01-25 02:30:56,20.15,92.9,75.22,64,58,4.76
573,Van Buren,US,2022-01-25 02:30:56,35.4368,-94.3483,51.4,60,0,3.44
574,Enid,US,2022-01-25 02:30:56,36.3956,-97.8784,48.07,47,40,5.01
575,Mitsamiouli,KM,2022-01-25 02:30:57,-11.3847,43.2844,82.18,76,97,18.07
576,Harper,LR,2022-01-25 02:30:57,4.375,-7.7169,76.21,85,16,1.5
577,San Quintin,MX,2022-01-25 02:30:57,30.4833,-115.95,59.38,66,2,5.99
578,Madimba,TZ,2022-01-25 02:30:58,-10.4,40.3333,80.01,81,75,15.23
579,Ipameri,BR,2022-01-25 02:30:58,-17.7219,-48.1597,70.83,67,54,5.23
580,Miraflores,MX,2022-01-25 02:30:58,19.2167,-98.8083,61.45,64,99,3.53
581,Kamenka,RU,2022-01-25 02:30:59,51.3223,42.7678,13.75,96,100,5.93
582,Burgos,ES,2022-01-25 02:30:59,42.3394,-3.7079,23.41,93,0,1.14
583,Bubaque,GW,2022-01-25 02:30:59,11.2833,-15.8333,79.56,56,100,8.1
